Year	Month	Day	Hour	Minute	DayTime	StatA02cmA	StatA03cmU	StatA15cmU	StatB02cmA	StatB03cmU	StatB15cmU	StatD02cmA	StatD03cmU	StatD15cmU
2018	8	14	12	45	14,513	21,38	20,90	20,23	21,38	20,52	20,42	21,19	20,71	20,52
2018	8	14	13	0	14,542	21,86	21,00	20,23	21,57	20,52	20,42	21,19	20,81	20,52
2018	8	14	13	15	14,546	21,57	21,00	20,23	21,38	20,62	20,42	21,09	20,81	20,52
2018	8	14	13	30	14,550	21,86	21,19	20,33	21,66	20,62	20,42	21,28	20,90	20,52
2018	8	14	13	45	14,554	22,53	21,38	20,33	21,86	20,62	20,42	21,47	20,90	20,52
2018	8	14	14	0	14,583	22,53	21,76	20,33	21,86	20,71	20,52	21,57	21,00	20,52
2018	8	14	14	15	14,588	24,16	22,62	20,33	21,66	20,71	20,52	21,38	21,00	20,62
2018	8	14	14	30	14,592	30,96	24,55	20,42	22,43	20,81	20,52	21,66	21,00	20,62
2018	8	14	14	45	14,596	31,78	24,93	20,42	22,81	20,90	20,52	22,05	21,19	20,62
2018	8	14	15	0	14,625	25,81	24,06	20,52	22,53	21,00	20,52	21,95	21,38	20,62
2018	8	14	15	15	14,629	32,39	25,32	20,62	24,16	21,19	20,62	22,62	21,57	20,71
2018	8	14	15	30	14,633	28,85	25,42	20,71	25,13	21,38	20,62	23,20	21,95	20,71
2018	8	14	15	45	14,638	28,46	24,84	20,90	25,71	21,66	20,62	23,48	22,05	20,81
2018	8	14	16	0	14,667	30,76	25,61	21,00	27,47	21,86	20,71	25,51	22,24	20,81
2018	8	14	16	15	14,671	31,78	26,20	21,09	29,75	22,24	20,71	27,08	22,33	20,90
2018	8	14	16	30	14,675	32,19	26,68	21,19	30,26	22,53	20,81	27,27	22,33	20,90
2018	8	14	16	45	14,679	28,75	26,68	21,38	30,46	22,91	20,90	27,96	22,53	21,00
2018	8	14	17	0	14,708	30,66	26,20	21,47	28,46	23,00	21,00	25,32	22,53	21,09
2018	8	14	17	15	14,713	28,46	25,90	21,57	27,27	23,10	21,09	25,13	22,53	21,19
2018	8	14	17	30	14,717	26,00	25,03	21,66	25,13	23,10	21,19	23,29	22,43	21,19
2018	8	14	17	45	14,721	25,13	24,55	21,76	24,16	22,91	21,28	22,43	22,24	21,28
2018	8	14	18	0	14,750	23,58	24,06	21,95	23,20	22,72	21,38	21,66	22,05	21,28
2018	8	14	18	15	14,754	23,39	23,68	21,95	23,20	22,43	21,47	21,57	21,86	21,28
2018	8	14	18	30	14,758	21,66	23,20	22,05	21,47	22,33	21,57	20,62	21,66	21,28
2018	8	14	18	45	14,763	21,76	22,62	22,05	21,28	22,05	21,57	20,42	21,38	21,28
2018	8	14	19	0	14,792	22,05	22,72	22,05	22,24	21,86	21,57	21,38	21,47	21,28
2018	8	14	19	15	14,796	20,71	22,14	22,05	21,95	21,86	21,57	20,81	21,09	21,28
2018	8	14	19	30	14,800	21,76	21,86	22,05	21,86	21,76	21,57	20,81	21,00	21,19
2018	8	14	19	45	14,804	21,76	21,76	21,95	21,86	21,66	21,57	20,71	20,90	21,19
2018	8	14	20	0	14,833	21,66	21,66	21,95	21,76	21,66	21,47	20,71	21,00	21,19
2018	8	14	20	15	14,838	21,57	21,66	21,86	21,57	21,66	21,47	20,62	20,90	21,09
2018	8	14	20	30	14,842	21,47	21,57	21,86	21,28	21,57	21,47	20,90	20,81	21,09
2018	8	14	20	45	14,846	21,28	21,38	21,76	21,38	21,47	21,47	20,71	20,81	21,09
2018	8	14	21	0	14,875	21,09	21,28	21,76	21,19	21,38	21,47	20,71	20,81	21,09
2018	8	14	21	15	14,879	21,00	21,19	21,66	21,19	21,38	21,38	20,71	20,81	21,00
2018	8	14	21	30	14,883	21,00	21,09	21,66	21,00	21,28	21,38	20,71	20,71	21,00
2018	8	14	21	45	14,888	21,00	21,09	21,57	20,90	21,19	21,38	20,62	20,71	21,00
2018	8	14	22	0	14,917	20,90	21,00	21,57	20,81	21,09	21,38	20,62	20,71	20,90
2018	8	14	22	15	14,921	20,81	20,90	21,47	20,81	21,09	21,28	20,52	20,62	20,90
2018	8	14	22	30	14,925	20,71	20,81	21,47	20,71	21,00	21,28	20,42	20,62	20,90
2018	8	14	22	45	14,929	20,62	20,71	21,38	20,71	21,00	21,28	20,42	20,52	20,90
2018	8	14	23	0	14,958	20,52	20,71	21,38	20,62	20,90	21,19	20,42	20,52	20,81
2018	8	14	23	15	14,963	20,52	20,71	21,38	20,62	20,81	21,19	20,42	20,52	20,81
2018	8	14	23	30	14,967	20,52	20,62	21,28	20,52	20,81	21,19	20,33	20,52	20,81
2018	8	14	23	45	14,971	20,42	20,62	21,28	20,52	20,81	21,09	20,42	20,52	20,81
2018	8	15	0	0	15,000	20,42	20,52	21,19	20,52	20,71	21,09	20,42	20,52	20,81
2018	8	15	0	15	15,004	20,52	20,62	21,19	20,42	20,71	21,09	20,42	20,52	20,81
2018	8	15	0	30	15,008	20,52	20,62	21,09	20,52	20,71	21,00	20,42	20,52	20,71
2018	8	15	0	45	15,013	20,42	20,52	21,09	20,52	20,62	21,00	20,33	20,42	20,71
2018	8	15	1	0	15,042	20,52	20,62	21,09	20,62	20,62	21,00	20,42	20,42	20,71
2018	8	15	1	15	15,046	20,42	20,52	21,09	20,62	20,62	21,00	20,52	20,42	20,71
2018	8	15	1	30	15,050	20,33	20,52	21,00	20,62	20,62	20,90	20,62	20,52	20,71
2018	8	15	1	45	15,054	20,04	20,33	21,00	20,62	20,62	20,90	20,62	20,52	20,71
2018	8	15	2	0	15,083	18,62	19,95	21,00	20,52	20,62	20,90	20,52	20,52	20,71
2018	8	15	2	15	15,088	19,00	19,76	20,90	20,52	20,62	20,90	20,52	20,52	20,71
2018	8	15	2	30	15,092	19,19	19,66	20,90	20,33	20,62	20,90	20,42	20,42	20,62
2018	8	15	2	45	15,096	19,28	19,47	20,81	20,14	20,52	20,90	20,23	20,42	20,62
2018	8	15	3	0	15,125	19,19	19,38	20,81	19,38	20,42	20,90	19,85	20,23	20,62
2018	8	15	3	15	15,129	19,28	19,28	20,81	18,81	20,23	20,81	19,09	20,04	20,62
2018	8	15	3	30	15,133	19,38	19,19	20,71	19,09	20,14	20,81	19,38	19,85	20,52
2018	8	15	3	45	15,138	19,38	19,19	20,62	19,19	20,04	20,71	19,47	19,76	20,52
2018	8	15	4	0	15,167	19,47	19,19	20,62	19,38	19,95	20,71	19,57	19,66	20,42
2018	8	15	4	15	15,171	19,47	19,19	20,52	19,38	19,85	20,71	19,57	19,57	20,42
2018	8	15	4	30	15,175	19,47	19,19	20,52	19,47	19,85	20,62	19,57	19,47	20,42
2018	8	15	4	45	15,179	19,19	19,19	20,42	19,19	19,76	20,62	19,38	19,38	20,33
2018	8	15	5	0	15,208	19,00	19,09	20,42	19,00	19,66	20,52	19,19	19,28	20,33
2018	8	15	5	15	15,213	18,71	19,00	20,42	18,81	19,57	20,52	19,00	19,19	20,23
2018	8	15	5	30	15,217	18,33	18,90	20,33	18,43	19,47	20,42	18,71	19,09	20,14
2018	8	15	5	45	15,221	18,14	18,81	20,33	18,24	19,38	20,42	18,43	19,00	20,14
2018	8	15	6	0	15,250	17,95	18,62	20,23	18,05	19,38	20,33	18,33	18,90	20,04
2018	8	15	6	15	15,254	17,86	18,62	20,23	17,95	19,28	20,33	18,24	18,81	20,04
2018	8	15	6	30	15,258	17,86	18,52	20,23	17,95	19,19	20,23	18,24	18,81	19,95
2018	8	15	6	45	15,263	18,62	18,62	20,14	18,43	19,19	20,23	18,90	18,71	19,95
2018	8	15	7	0	15,292	19,76	18,81	20,14	19,19	19,09	20,14	19,95	19,09	19,85
2018	8	15	7	15	15,296	21,38	19,19	20,04	19,85	19,19	20,14	20,33	19,66	19,85
2018	8	15	7	30	15,300	19,19	18,90	20,04	20,14	19,47	20,04	20,33	19,85	19,95
2018	8	15	7	45	15,304	20,14	19,76	19,95	20,14	19,57	20,04	20,23	19,95	19,95
2018	8	15	8	0	15,333	20,33	20,04	19,95	20,23	19,66	20,04	20,33	19,95	19,95
2018	8	15	8	15	15,338	20,42	20,14	19,95	20,33	19,76	20,04	20,42	20,04	19,95
2018	8	15	8	30	15,342	20,52	20,23	19,95	20,52	19,85	20,04	20,52	20,14	20,04
2018	8	15	8	45	15,346	20,62	20,33	19,95	20,62	19,95	20,04	20,62	20,23	20,04
2018	8	15	9	0	15,375	20,71	20,42	19,95	20,71	20,04	20,04	20,62	20,23	20,04
2018	8	15	9	15	15,379	20,81	20,52	19,95	20,81	20,04	20,04	20,62	20,33	20,04
2018	8	15	9	30	15,383	21,00	20,62	19,95	21,00	20,04	20,14	20,71	20,33	20,14
2018	8	15	9	45	15,388	21,09	20,71	20,04	21,09	20,14	20,14	20,81	20,42	20,14
2018	8	15	10	0	15,417	21,28	20,71	20,04	21,19	20,23	20,14	20,90	20,42	20,14
2018	8	15	10	15	15,421	21,09	20,71	20,04	20,90	20,23	20,14	20,81	20,42	20,14
2018	8	15	10	30	15,425	21,09	20,71	20,14	21,00	20,23	20,23	20,90	20,52	20,23
2018	8	15	10	45	15,429	21,19	20,81	20,14	21,19	20,33	20,23	20,90	20,52	20,23
2018	8	15	11	0	15,458	21,09	20,81	20,14	21,09	20,33	20,23	20,90	20,52	20,23
2018	8	15	11	15	15,463	21,47	20,90	20,23	21,47	20,42	20,23	21,19	20,62	20,23
2018	8	15	11	30	15,467	21,38	20,90	20,23	21,38	20,42	20,23	21,28	20,71	20,33
2018	8	15	11	45	15,471	21,28	20,90	20,23	21,28	20,52	20,33	21,28	20,71	20,33
2018	8	15	12	0	15,500	21,76	21,00	20,33	21,57	20,52	20,33	21,47	20,81	20,33
2018	8	15	12	15	15,504	21,76	21,09	20,33	21,57	20,52	20,33	21,28	20,90	20,33
2018	8	15	12	30	15,508	21,76	21,09	20,33	21,47	20,62	20,33	21,28	20,90	20,33
2018	8	15	12	45	15,513	21,86	21,19	20,33	21,57	20,62	20,33	21,38	20,90	20,42
2018	8	15	13	0	15,542	21,66	21,19	20,42	21,57	20,62	20,42	21,28	20,90	20,42
2018	8	15	13	15	15,546	22,43	21,19	20,42	21,66	20,71	20,42	21,38	20,90	20,42
2018	8	15	13	30	15,550	22,24	21,19	20,42	21,57	20,62	20,42	21,38	20,90	20,52
2018	8	15	13	45	15,554	22,62	21,19	20,42	21,86	20,71	20,42	21,38	21,00	20,52
2018	8	15	14	0	15,583	23,29	21,38	20,52	21,95	20,71	20,42	21,66	21,00	20,52
2018	8	15	14	15	15,588	23,77	21,57	20,52	22,05	20,81	20,52	21,76	21,09	20,52
2018	8	15	14	30	15,592	23,77	22,24	20,52	22,24	20,81	20,52	21,76	21,09	20,52
2018	8	15	14	45	15,596	27,96	23,87	20,52	22,53	20,90	20,52	21,86	21,19	20,62
2018	8	15	15	0	15,625	24,64	24,06	20,62	22,14	21,00	20,52	21,66	21,28	20,62
2018	8	15	15	15	15,629	26,10	24,55	20,62	22,72	21,09	20,52	21,95	21,38	20,62
2018	8	15	15	30	15,633	25,61	24,26	20,71	23,00	21,09	20,62	22,05	21,38	20,62
2018	8	15	15	45	15,638	23,20	23,20	20,81	22,43	21,19	20,62	21,86	21,47	20,71
2018	8	15	16	0	15,667	23,29	22,81	20,90	22,53	21,19	20,62	21,76	21,38	20,71
2018	8	15	16	15	15,671	25,90	23,39	21,00	24,26	21,19	20,71	21,95	21,57	20,71
2018	8	15	16	30	15,675	28,56	23,77	21,09	27,47	21,28	20,71	23,58	21,76	20,81
2018	8	15	16	45	15,679	23,10	23,29	21,09	23,20	21,47	20,71	21,66	22,05	20,81
2018	8	15	17	0	15,708	22,62	22,33	21,19	22,43	21,38	20,71	21,09	21,57	20,81
2018	8	15	17	15	15,713	21,28	21,95	21,19	21,38	21,28	20,81	20,71	21,28	20,81
2018	8	15	17	30	15,717	21,38	21,57	21,28	21,28	21,09	20,81	20,62	20,90	20,81
2018	8	15	17	45	15,721	21,19	21,19	21,28	21,00	20,90	20,81	20,42	20,71	20,81
2018	8	15	18	0	15,750	21,86	21,09	21,28	21,47	20,71	20,81	20,62	20,52	20,81
2018	8	15	18	15	15,754	24,64	21,47	21,28	24,06	20,62	20,81	22,05	20,52	20,81
2018	8	15	18	30	15,758	25,61	21,66	21,19	25,22	20,71	20,81	22,24	20,62	20,71
2018	8	15	18	45	15,763	27,96	22,14	21,19	26,68	20,71	20,81	22,81	20,81	20,71
2018	8	15	19	0	15,792	23,29	21,57	21,19	23,39	20,71	20,81	21,66	20,81	20,71
2018	8	15	19	15	15,796	25,51	21,38	21,19	24,84	20,62	20,81	21,86	20,62	20,71
2018	8	15	19	30	15,800	23,97	21,09	21,19	23,48	20,52	20,81	21,28	20,62	20,71
2018	8	15	19	45	15,804	23,77	20,71	21,19	21,66	20,42	20,71	21,09	20,90	20,71
2018	8	15	20	0	15,833	24,64	20,23	21,09	21,57	20,71	20,71	20,90	20,81	20,71
2018	8	15	20	15	15,838	20,81	20,52	21,09	21,57	20,90	20,71	20,90	20,81	20,71
2018	8	15	20	30	15,842	21,00	20,90	21,00	21,57	20,90	20,71	21,38	20,81	20,71
2018	8	15	20	45	15,846	20,62	20,62	21,00	21,57	21,00	20,71	21,57	21,00	20,71
2018	8	15	21	0	15,875	20,42	20,52	21,00	21,47	21,00	20,71	21,57	21,19	20,71
2018	8	15	21	15	15,879	20,04	20,23	21,00	21,19	21,00	20,71	21,38	21,19	20,71
2018	8	15	21	30	15,883	19,09	19,38	20,90	21,00	21,00	20,71	21,19	21,09	20,71
2018	8	15	21	45	15,888	19,09	19,28	20,90	21,00	20,90	20,81	21,19	21,09	20,71
2018	8	15	22	0	15,917	19,28	19,47	20,81	20,90	20,90	20,81	21,09	21,00	20,71
2018	8	15	22	15	15,921	20,04	19,85	20,71	20,81	20,81	20,81	21,00	21,00	20,71
2018	8	15	22	30	15,925	20,23	20,23	20,71	20,62	20,81	20,81	20,81	20,90	20,71
2018	8	15	22	45	15,929	18,81	19,28	20,62	20,62	20,71	20,81	20,71	20,71	20,71
2018	8	15	23	0	15,958	20,42	20,33	20,62	20,62	20,62	20,81	20,62	20,71	20,71
2018	8	15	23	15	15,963	20,52	20,52	20,62	20,62	20,62	20,71	20,52	20,62	20,71
2018	8	15	23	30	15,967	20,42	20,42	20,62	20,62	20,62	20,71	20,52	20,62	20,71
2018	8	15	23	45	15,971	20,52	20,52	20,62	20,62	20,62	20,71	20,52	20,62	20,71
2018	8	16	0	0	16,000	20,52	20,52	20,52	20,62	20,62	20,71	20,52	20,52	20,71
2018	8	16	0	15	16,004	20,52	20,52	20,62	20,71	20,62	20,71	20,52	20,62	20,71
2018	8	16	0	30	16,008	20,52	20,52	20,62	20,62	20,62	20,71	20,71	20,62	20,62
2018	8	16	0	45	16,013	20,52	20,52	20,62	20,62	20,62	20,71	20,62	20,62	20,62
2018	8	16	1	0	16,042	20,42	20,52	20,62	20,62	20,62	20,71	20,62	20,62	20,62
2018	8	16	1	15	16,046	20,42	20,42	20,52	20,52	20,52	20,71	20,52	20,52	20,62
2018	8	16	1	30	16,050	20,42	20,42	20,62	20,42	20,52	20,71	20,42	20,52	20,62
2018	8	16	1	45	16,054	20,23	20,33	20,62	20,23	20,42	20,62	20,42	20,52	20,62
2018	8	16	2	0	16,083	20,04	20,14	20,52	20,33	20,42	20,62	20,33	20,42	20,62
2018	8	16	2	15	16,088	19,57	19,76	20,52	20,23	20,42	20,62	20,14	20,33	20,62
2018	8	16	2	30	16,092	18,33	19,38	20,52	20,23	20,33	20,62	20,14	20,23	20,52
2018	8	16	2	45	16,096	18,62	19,09	20,52	20,14	20,33	20,62	20,14	20,23	20,52
2018	8	16	3	0	16,125	18,52	18,81	20,42	20,04	20,33	20,62	20,04	20,23	20,52
2018	8	16	3	15	16,129	18,90	18,71	20,42	19,76	20,23	20,62	19,85	20,14	20,52
2018	8	16	3	30	16,133	18,71	18,52	20,33	19,00	20,04	20,52	19,47	19,95	20,42
2018	8	16	3	45	16,138	18,62	18,52	20,33	18,24	19,85	20,52	18,52	19,57	20,42
2018	8	16	4	0	16,167	18,81	18,52	20,23	18,52	19,76	20,52	19,00	19,47	20,33
2018	8	16	4	15	16,171	18,90	18,62	20,23	18,71	19,57	20,42	19,19	19,38	20,23
2018	8	16	4	30	16,175	18,90	18,71	20,14	18,71	19,47	20,42	19,09	19,28	20,23
2018	8	16	4	45	16,179	18,90	18,71	20,14	18,81	19,47	20,33	19,09	19,28	20,23
2018	8	16	5	0	16,208	18,90	18,71	20,04	18,90	19,38	20,33	19,00	19,19	20,14
2018	8	16	5	15	16,213	18,90	18,62	20,04	18,90	19,28	20,23	19,00	19,19	20,14
2018	8	16	5	30	16,217	18,81	18,62	20,04	18,71	19,28	20,23	18,90	19,09	20,04
2018	8	16	5	45	16,221	18,81	18,62	19,95	18,81	19,19	20,14	18,90	19,00	20,04
2018	8	16	6	0	16,250	18,71	18,52	19,95	18,71	19,19	20,14	18,90	19,00	19,95
2018	8	16	6	15	16,254	18,81	18,52	19,85	18,71	19,09	20,04	18,81	18,90	19,95
2018	8	16	6	30	16,258	18,90	18,52	19,85	18,90	19,00	20,04	18,90	18,90	19,85
2018	8	16	6	45	16,263	18,90	18,52	19,85	18,90	19,00	19,95	18,90	18,90	19,85
2018	8	16	7	0	16,292	19,00	18,62	19,76	19,00	19,00	19,95	19,00	18,90	19,85
2018	8	16	7	15	16,296	19,09	18,62	19,76	19,09	19,00	19,85	19,09	18,81	19,76
2018	8	16	7	30	16,300	19,19	18,71	19,76	19,19	19,00	19,85	19,19	18,90	19,76
2018	8	16	7	45	16,304	19,57	18,81	19,66	19,28	19,00	19,85	20,33	19,38	19,76
2018	8	16	8	0	16,333	19,76	19,09	19,66	19,76	19,09	19,76	20,52	19,85	19,76
2018	8	16	8	15	16,338	19,28	19,00	19,66	19,57	19,28	19,76	20,42	20,04	19,76
2018	8	16	8	30	16,342	19,85	19,66	19,66	19,85	19,38	19,76	20,23	19,95	19,85
2018	8	16	8	45	16,346	19,85	19,76	19,66	19,95	19,47	19,76	19,85	19,95	19,85
2018	8	16	9	0	16,375	20,14	19,85	19,66	20,23	19,57	19,76	19,95	19,85	19,85
2018	8	16	9	15	16,379	20,33	19,95	19,66	20,23	19,66	19,76	19,85	19,76	19,85
2018	8	16	9	30	16,383	20,14	19,95	19,66	20,23	19,76	19,76	20,04	19,85	19,85
2018	8	16	9	45	16,388	20,23	20,04	19,66	20,23	19,76	19,85	20,14	19,95	19,95
2018	8	16	10	0	16,417	20,23	20,04	19,76	20,23	19,85	19,85	20,52	20,04	19,95
2018	8	16	10	15	16,421	20,33	20,14	19,76	20,33	19,85	19,85	20,42	20,14	19,95
2018	8	16	10	30	16,425	20,42	20,14	19,76	20,33	19,95	19,85	20,23	20,04	19,95
2018	8	16	10	45	16,429	20,33	20,14	19,76	20,23	19,95	19,95	20,23	20,14	19,95
2018	8	16	11	0	16,458	20,42	20,23	19,85	20,23	19,95	19,95	20,33	20,14	19,95
2018	8	16	11	15	16,463	20,42	20,23	19,85	20,33	19,95	19,95	20,33	20,14	20,04
2018	8	16	11	30	16,467	20,33	20,23	19,85	20,33	19,95	19,95	20,23	20,14	20,04
2018	8	16	11	45	16,471	20,52	20,23	19,85	20,33	19,95	19,95	20,33	20,14	20,04
2018	8	16	12	0	16,500	20,33	20,23	19,85	20,23	19,95	19,95	20,33	20,14	20,04
2018	8	16	12	15	16,504	20,42	20,33	19,95	20,33	20,04	19,95	20,23	20,14	20,04
2018	8	16	12	30	16,508	20,33	20,33	19,95	20,33	20,04	20,04	20,33	20,14	20,04
2018	8	16	12	45	16,513	20,42	20,33	19,95	20,33	20,04	20,04	20,23	20,14	20,04
2018	8	16	13	0	16,542	20,42	20,33	19,95	20,33	20,04	20,04	20,33	20,14	20,04
2018	8	16	13	15	16,546	20,42	20,33	19,95	20,33	20,04	20,04	20,33	20,14	20,04
2018	8	16	13	30	16,550	20,52	20,33	20,04	20,42	20,04	20,04	20,33	20,14	20,14
2018	8	16	13	45	16,554	20,71	20,42	20,04	20,62	20,04	20,04	20,52	20,23	20,14
2018	8	16	14	0	16,583	20,52	20,42	20,04	20,42	20,14	20,04	20,42	20,23	20,14
2018	8	16	14	15	16,588	20,62	20,42	20,04	20,52	20,14	20,04	20,52	20,23	20,14
2018	8	16	14	30	16,592	20,71	20,42	20,04	20,62	20,14	20,04	20,42	20,23	20,14
2018	8	16	14	45	16,596	20,90	20,52	20,04	20,81	20,14	20,04	20,62	20,33	20,14
2018	8	16	15	0	16,625	20,81	20,52	20,04	20,71	20,14	20,14	20,62	20,33	20,14
2018	8	16	15	15	16,629	21,00	20,62	20,04	20,81	20,23	20,14	20,62	20,33	20,14
2018	8	16	15	30	16,633	20,81	20,52	20,14	20,62	20,14	20,14	20,42	20,33	20,14
2018	8	16	15	45	16,638	19,66	20,14	20,14	20,52	20,23	20,14	20,42	20,33	20,14
2018	8	16	16	0	16,667	19,38	20,33	20,14	20,81	20,23	20,14	20,52	20,33	20,14
2018	8	16	16	15	16,671	19,76	20,33	20,14	20,81	20,23	20,14	20,52	20,33	20,14
2018	8	16	16	30	16,675	18,33	19,95	20,04	20,52	20,23	20,14	20,33	20,23	20,14
2018	8	16	16	45	16,679	18,62	19,76	20,04	20,62	20,14	20,14	20,33	20,23	20,14
2018	8	16	17	0	16,708	18,90	19,66	20,04	20,42	20,14	20,14	20,14	20,14	20,14
2018	8	16	17	15	16,713	19,57	19,95	20,04	20,23	20,04	20,14	20,04	19,95	20,14
2018	8	16	17	30	16,717	19,85	20,14	20,04	19,85	20,04	20,14	19,19	20,14	20,14
2018	8	16	17	45	16,721	19,66	19,85	20,04	19,66	19,95	20,14	19,47	19,95	20,14
2018	8	16	18	0	16,750	19,47	19,47	20,04	19,57	19,85	20,14	19,28	19,76	20,14
2018	8	16	18	15	16,754	18,43	19,19	20,04	18,81	19,76	20,14	18,43	19,57	20,04
2018	8	16	18	30	16,758	18,52	18,90	20,04	18,62	19,57	20,14	18,52	19,28	19,95
2018	8	16	18	45	16,763	18,24	18,62	20,04	18,24	19,38	20,04	18,24	19,00	19,95
2018	8	16	19	0	16,792	17,28	18,24	19,95	17,28	19,19	20,04	17,09	18,71	19,85
2018	8	16	19	15	16,796	16,71	18,14	19,95	16,81	19,00	20,04	16,62	18,52	19,76
2018	8	16	19	30	16,800	17,28	18,05	19,85	17,48	18,81	19,95	17,28	18,33	19,66
2018	8	16	19	45	16,804	17,86	18,05	19,85	17,76	18,71	19,85	17,86	18,33	19,66
2018	8	16	20	0	16,833	17,09	18,05	19,76	17,38	18,71	19,85	19,47	18,62	19,57
2018	8	16	20	15	16,838	17,19	18,05	19,76	19,28	18,71	19,76	20,33	19,47	19,57
2018	8	16	20	30	16,842	17,38	17,95	19,66	19,76	19,00	19,76	20,52	19,95	19,66
2018	8	16	20	45	16,846	18,52	18,62	19,66	19,66	19,28	19,66	20,52	20,04	19,66
2018	8	16	21	0	16,875	19,76	19,57	19,57	19,85	19,38	19,66	20,42	20,14	19,76
2018	8	16	21	15	16,879	19,76	19,66	19,57	19,85	19,47	19,66	20,62	20,23	19,76
2018	8	16	21	30	16,883	19,00	19,19	19,57	19,85	19,57	19,66	20,62	20,23	19,85
2018	8	16	21	45	16,888	18,52	18,52	19,57	19,85	19,57	19,66	20,62	20,23	19,85
2018	8	16	22	0	16,917	18,90	19,09	19,57	19,85	19,66	19,66	20,52	20,33	19,85
2018	8	16	22	15	16,921	18,05	18,33	19,57	19,85	19,66	19,76	20,52	20,23	19,95
2018	8	16	22	30	16,925	18,24	18,43	19,57	19,85	19,66	19,76	20,52	20,33	19,95
2018	8	16	22	45	16,929	18,52	18,52	19,47	19,76	19,66	19,76	20,42	20,23	19,95
2018	8	16	23	0	16,958	18,81	18,81	19,47	19,66	19,66	19,76	20,42	20,23	19,95
2018	8	16	23	15	16,963	19,09	18,90	19,47	19,66	19,66	19,76	20,33	20,23	20,04
2018	8	16	23	30	16,967	18,71	18,90	19,47	19,66	19,66	19,76	20,33	20,23	20,04
2018	8	16	23	45	16,971	18,43	18,62	19,47	19,57	19,57	19,76	20,33	20,23	20,04
2018	8	17	0	0	17,000	19,00	18,81	19,47	19,57	19,57	19,76	20,33	20,14	20,04
2018	8	17	0	15	17,004	19,66	19,47	19,38	19,57	19,57	19,76	20,14	20,14	20,04
2018	8	17	0	30	17,008	19,76	19,57	19,38	19,38	19,57	19,85	19,76	19,95	20,04
2018	8	17	0	45	17,013	19,66	19,57	19,47	19,38	19,47	19,76	19,76	19,85	20,04
2018	8	17	1	0	17,042	19,76	19,66	19,47	19,38	19,47	19,76	19,66	19,76	20,04
2018	8	17	1	15	17,046	19,76	19,76	19,47	19,47	19,47	19,76	19,66	19,76	20,04
2018	8	17	1	30	17,050	19,66	19,66	19,47	19,76	19,57	19,76	19,66	19,66	19,95
2018	8	17	1	45	17,054	19,76	19,76	19,47	19,95	19,57	19,76	19,66	19,66	19,95
2018	8	17	2	0	17,083	19,76	19,66	19,57	20,14	19,66	19,76	19,76	19,76	19,95
2018	8	17	2	15	17,088	19,76	19,66	19,57	20,04	19,76	19,76	20,04	19,85	19,95
2018	8	17	2	30	17,092	19,66	19,66	19,57	19,95	19,76	19,76	20,14	19,95	19,95
2018	8	17	2	45	17,096	19,66	19,66	19,57	19,95	19,76	19,76	20,04	19,95	19,95
2018	8	17	3	0	17,125	19,38	19,47	19,57	20,04	19,76	19,76	20,14	19,95	19,95
2018	8	17	3	15	17,129	18,52	18,90	19,57	20,04	19,85	19,85	20,04	19,95	19,95
2018	8	17	3	30	17,133	16,52	18,33	19,57	20,04	19,85	19,85	20,04	19,95	19,95
2018	8	17	3	45	17,138	16,33	18,24	19,57	19,95	19,85	19,85	19,95	19,95	19,95
2018	8	17	4	0	17,167	16,52	17,95	19,47	19,66	19,76	19,85	19,85	19,85	19,95
2018	8	17	4	15	17,171	16,43	17,95	19,47	19,38	19,66	19,85	19,66	19,76	19,95
2018	8	17	4	30	17,175	16,24	17,67	19,47	18,71	19,57	19,85	19,28	19,57	19,95
2018	8	17	4	45	17,179	16,24	17,57	19,38	17,38	19,38	19,85	18,05	19,38	19,85
2018	8	17	5	0	17,208	16,24	17,48	19,38	16,62	19,19	19,85	16,90	19,00	19,85
2018	8	17	5	15	17,213	16,24	17,28	19,28	16,43	19,00	19,76	16,81	18,81	19,76
2018	8	17	5	30	17,217	16,14	17,19	19,28	16,33	18,81	19,76	16,71	18,62	19,66
2018	8	17	5	45	17,221	15,95	17,09	19,19	16,24	18,71	19,66	16,62	18,52	19,66
2018	8	17	6	0	17,250	15,86	17,09	19,19	16,05	18,52	19,66	16,52	18,33	19,57
2018	8	17	6	15	17,254	15,86	16,90	19,09	16,05	18,43	19,57	16,43	18,24	19,47
2018	8	17	6	30	17,258	15,66	16,81	19,09	15,95	18,33	19,57	16,43	18,05	19,47
2018	8	17	6	45	17,263	15,76	16,81	19,00	15,95	18,24	19,47	16,43	17,95	19,38
2018	8	17	7	0	17,292	15,95	16,71	18,90	16,05	18,14	19,38	16,43	17,95	19,28
2018	8	17	7	15	17,296	16,14	16,81	18,90	16,24	18,05	19,38	16,62	17,95	19,28
2018	8	17	7	30	17,300	16,52	16,90	18,81	16,52	18,05	19,28	17,00	17,86	19,19
2018	8	17	7	45	17,304	16,62	17,00	18,81	16,81	17,95	19,28	17,28	17,86	19,19
2018	8	17	8	0	17,333	16,81	17,09	18,71	17,00	17,95	19,19	17,28	17,86	19,09
2018	8	17	8	15	17,338	16,71	17,09	18,71	17,19	17,95	19,19	18,24	17,86	19,09
2018	8	17	8	30	17,342	17,28	17,57	18,62	18,71	17,95	19,09	20,14	19,09	19,09
